,places,doc_id
2771,Strandparken,1520
2772,Strandparken,1520
2773,Strandparken,1520
2774,Strandparken,1520
2775,"Strandparken 25, samlet Udgift",1520
2776,"Kriegersvej 21, samlet Udgift",1520
2777,Sdr. Ringgade,1520
2778,Sdr. Ringgade,1520
2779,"Stadion Allé 22, samlet Udgift",1520
2780,Klostergade 10 samlet Udgift,1520
2781,"Langelandsgade 106, samlet Udgift",1520
2782,"Knud Rasmussensvej 8, samlet Udgift",1520
2783,Skovvangsvej,1520
2784,"Randersvej 19, samlet Udgift",1521
2785,"Randersvej 35, samlet Udgift",1521
2786,"Nørregade 18-20, samlet Udgift",1521
2787,"Thunøgade 14, samlet Udgift",1521
2788,"Studsgade 16-18, samlet Udgift",1521
2789,"Sct. Annagade 49, samlet Udgift",1521
2790,Norges Plads,1521
2791,Bagerm,1521
2792,Mylius Eriksens,1521
2793,"Teglværksgade 15, (Lejer",1521
2794,"Sejrøgade 1,(Lejer",1521
2795,Sdr. Ringgade,1521
2796,Høegh Guldbergsgade,1521
2797,"Færøgade 6, samlet Udgift",1521
2798,Ndr. Ringgade,1521
2799,"Odensegade 44, samlet Udgift",1521
2800,"Hellerupvej 14,samlet Udgift",1522
2801,"Brendstrupvej 11, samlet Udgift",1522
2802,"Kystvej 55, samlet Udgift",1522
2803,Sdr. Ringgade,1522
2804,"Molsgade 11, samlet Udgift",1522
2805,"Kystvej 45, samlet Udgift",1522
2806,"Mejlgade 25, samlet Udgift",1522
2807,Carl Blochsgade,1522
2808,"Thorvaldsensgade 19-23 og Lundbyesgade 2-20, samlet Udgift",1522
2809,GI. Munkegade,1522
2810,Sct. Paulsgade,1522
2811,Lille Torv,1522
2812,Studsgade,1522
2813,"Studsgade 22, samlet Udgift",1522
2814,"Jægergaardsgade 5,samlet Udgift",1522
2815,"Vesterbrogade 2,samlet Udgift",1522
2816,"Jægergaardsgade 142
",1522
2817,Frederiksallé 112,1523
2818,Laase,1524
2819,Ting- og Arresthuset,1525
2820,Aarhus,1525
2821,Aarhus Ting- og Arresthus,1525
2822,Ting- og Arresthuset,1525
2823,Amtsraadssalen,1525
2824,Ting- og Arresthuset,1525
2825,Amtsraadssalen,1526
2826,Loftsetagen,1526
2827,Ting- og Arresthuset,1527
2828,Aarhus,1527
2829,Ting- og Arresthuset,1527
2830,Byen,1527
2831,Matr. Nr. 60 af Markj,1529
2832,.,1529
2833,Stadionallé 52,1530
2834,Borgerskolen,1531
2835,Munkegade,1531
2836,Borgerskolen,1531
2837,Christiansgade,1531
2838,Borgerskolen,1532
2839,Finsensgade,1532
2840,Guldsmedgade 42.,1533
2841,Herluf Trollesgade,1533
2842,Sjællandsgade 49.,1533
2843,Langelandsgade 213.,1533
2844,Bogensegade,1533
2845,Østbanetorv 7.,1533
2846,Bülovsgade 58,1533
2847,Arbejdsanstalten,1538
2848,Helgenæs,1540
2849,Aarhus,1540
2850,Norrkoping,1540
2851,Sverrig,1540
2852,Aarhus,1540
2853,Raadhuset,1540
2854,Markj,1545
2855,Viborgvej,1547
2856,Ringgaden,1547
2857,Byskellet,1547
2858,Aarhus,1549
2859,Fjor,1549
2860,GaderHuse,1549
2861,Vandrehallen,1554
2862,Byraadssalen,1554
2863,Facon,1554
2864,Raadhuset,1554
2865,Byraadssalen,1554
2866,Byraadssalen,1554
2867,Møensgade,1554
2868,Byen,1554
2869,Byraadssalen,1554
2870,Odense,1554
2871,Askovhustæppet,1555
2872,Sønderborg,1555
2873,Vandrehal,1556
2874,Byraadssalen,1556
2875,Byraadssal,1556
2876,Byraadssalen,1556
2877,Byraadssalen,1556
2878,Aarhus,1556
2879,Byraadssalen,1556
2880,Nyborg Folkebibliotek,1557
2881,Raadhushallen,1557
2882,Aarhus,1558
2883,Byraadssalen,1559
2884,Aarhus Elektricitetsværk,1561
2885,Aarhus Elektricitetsværk,1561
2886,Aarhus Elektricitetsværk,1561
2887,Kedelanlægenes Omraade,1562
2888,Aabenraaværket,1562
2889,Aarhus,1563
2890,Byens Vedkommende,1564
2891,Aarhus,1564
2892,Kongensbro,1564
2893,Aarhusværket,1564
2894,Aarhus,1565
2895,Aarhus Teater,1568
2896,Byen,1569
2897,"Bygningen Vester Allé 5, Aarhus",1569
2898,Vaskeribygningen,1569
2899,Hovedbygningens,1569
2900,Porten,1569
2901,Trappen,1569
2902,Stueetagen,1569
2903,Trappen,1569
2904,Forvalterens Lejlighed,1569
2905,Trappen,1569
2906,Vesterallé,1569
2907,Dollerupvej,1571
2908,Ringgaarden,1579
2909,S. Frichsvej,1581
2910,Facaden,1582
2911,Aaen,1582
2912,"Aarestrupvej 3, samlet Udgift",1594
2913,Marselis Boulevard,1594
2914,"Absalonsgade 43, samlet Udgift",1594
2915,Sølystgade 28 samlet Udgift,1594
2916,"Sjællandsgade 7, samlet Udgift",1594
2917,"Strandvejen 98, samlet Udgift",1594
2918,De Mezas Vej,1594
2919,"Skovvejen 121, samlet Udgift",1594
2920,Sct. Paulsgade,1594
2921,Vestergade 25 a,1594
2922,Sdr. Ringgade,1594
2923,Sdr. Ringgade,1594
2924,"Drosselvej 12, samlet Udgift",1594
2925,"Grønnegade 85, samlet Udgift",1594
2926,"Regensburgsgade 12, samlet Udgift",1594
2927,"Fuglesangsallé 51,",1594
2928,"Skovvangsvej 209, samlet Udgift",1595
2929,"Hjortensgade 30, samlet Udgift",1595
2930,"Grønnegade 55, samlet Udgift",1595
2931,Ivar Huitfeldsgade,1595
2932,"Mejlgade 68, samlet Udgift",1595
2933,Tietgens Plads,1595
2934,"Silkeborgvej 142, samlet Udgift",1595
2935,H. Schourupsgade,1595
2936,"Kildegaarden 12, 14 og 15",1595
2937,"Wilstersgade 36, samlet Udgift",1595
2938,"Bissensgade 17, samlet Udgift",1595
2939,"Strandvejen 12, samlet Udgift",1595
2940,"Willemoesgade 31, samlet Udgift",1595
2941,Carl Blochsgade,1595
2942,"Odensegade 45, samlet Udgift",1595
2943,Sct. Annagade,1596
2944,"Silkeborgvej 144, samlet Udgift",1596
2945,"Silkeborgvej 154, samlet Udgift",1596
2946,"Silkeborgvej 160, samlet Udgift",1596
2947,"Silkeborgvej 184-186, samlet Udgift",1596
2948,"Assensgade 26, samlet Udgift",1596
2949,"Kathrinebjergvej 52, samlet Udgift",1596
2950,Dr. Margrethesvej 83,1596
2951,Aarhus,1596
2952,"Thunøgade 46, samlet Udgift",1596
2953,"Hallsti 37, samlet Udgift",1596
2954,"Kystvej 7, samlet Udgift",1596
2955,Marselis Boulevard,1596
2956,Hans Brogesgade,1596
2957,Skovvejen,1596
2958,"Kastaniegade 6, samlet Udgift",1596
2959,"Klostergade 70, samlet Udgift",1596
2960,"Skanderborgvej 27, samlet Udgift",1596
2961,"Kystvej 51, samlet Udgift",1597
2962,"Randersvej 31, samlet Udgift",1597
2963,"Fr. Allé 66, samlet Udgift",1597
2964,Cort Adelersgade,1597
2965,"Læssøesgade 59, samlet Udgift",1597
2966,"Steinmannsgade 14, samlet Udgift",1597
2967,"Odensegade 23, samlet Udgift",1597
2968,"Skovvejen 119,",1597
2969,"Norsgade 1-3, samlet Udgift",1597
2970,Peder Skramsgade,1597
2971,Høegh Guldbergsgade,1597
2972,"Jyllandsallé 2, samlet Udgift",1597
2973,"Dr. Margrethesvej 21, samlet Udgift",1597
2974,"Skolebakken 5, samlet Udgift",1597
2975,"Stadionallé 28, samlet Udgift",1598
2976,Thunøgade 1 d,1598
2977,Sct. Paulsgade,1598
2978,"Solsortevej 17, samlet Udgift",1598
2979,"Klostergade 35-37, samlet Udgift",1598
2980,"Knudriisgade 38, samlet Udgift",1598
2981,"Vesterbrogade 17-23, samlet Udgift",1598
2982,"Silkeborgvej 2, samlet Udgift",1598
2983,Samsøgade,1598
2984,Stadionallé,1598
2985,Fr. Allé,1598
2986,"Wærumsgade 12, samlet Udgift",1598
2987,Hans Brogesgade,1598
2988,"Gadesvej 7, samlet Udgift",1598
2989,"Ny Banegaardsgade 45, samlet Udgift",1598
2990,"Frithjof Nansensgade 7,samlet Udgift",1598
2991,"Drosselvej 11, samlet Udgift",1599
2992,"Absalonsgade 4, samlet Udgift",1599
2993,"Valdemarsgade 36, samlet Udgift",1599
2994,"Nørregade 49, samlet Udgift",1599
2995,"Fr. Allé 102, samlet Udgift",1599
2996,Sdr. Ringgade,1599
2997,"Søndergade 11, samlet Udgift",1599
2998,"Marstrandsgade 5, samlet Udgift",1599
2999,"Sønderallé 32, samlet Udgift",1599
3000,"Heibergsgade 5, samlet Udgift",1599
3001,"Stadionallé 29, samlet Udgift",1599
3002,"Jægergaardsgade 142, samlet Udgift",1599
3003,"Vestergade 58, samlet Udgift",1599
3004,Lille Torv,1599
3005,"Kystvej 63, samlet Udgift",1600
3006,Steen Blichersgade,1600
3007,Fr. Allé,1600
3008,Guldsmedgade.,1600
3009,Niels Juelsgade,1600
3010,Niels Juelsgade,1600
3011,"Dr. Margrethesvej 59 a, samlet Udgift",1600
3012,"Randersvej 121, samlet Udgift",1600
3013,"Søndergade 47, samlet Udgift",1600
3014,"Fr. Allé 148, samlet Udgift",1600
3015,Borgporten,1600
3016,Borgporten,1600
3017,"Knudriisgade 46, samlet Udgift",1600
3018,"Odensegade 4, samlet Udgift",1600
3019,"Helgolandsgade 14, samlet Udgift",1600
3020,Store Torv 8 og Rosensgade 15,1601
3021,Badstuegade,1601
3022,Fredensgade 28.,1601
3023,"Kystvej 31-33.
Fru",1601
3024,Søndergade 36 b.,1601
3025,Godthaabsgade 14.,1601
3026,Aarhus Kommune,1601
3027,"Christiansgade 18,Højvang",1601
3028,De gamles Hjem,1601
3029,Arbejdsanstalten,1601
3030,Biografteatret Kosmorama,1603
3031,Bero,1603
3032,Ting- og Arresthuset,1605
3033,Stedet,1606
3034,Aarhus Borgerskoler,1607
3035,Jydsk Væddeløbssbane,1608
3036,Slagtehuset,1611
3037,Rønde,1612
3038,Grenaa-Aarhus,1612
3039,Grenaa,1612
3040,Aarhus,1612
3041,Rønde,1612
3042,Vilkaar,1612
3043,Vorrevangen,1614
3044,Højvangs Allé,1614
3045,Havrebakken,1614
3046,Bakkevænget,1614
3047,Hvedevangen,1614
3048,Vorregaards Allé,1614
3049,Hirsevangen,1614
3050,Bygvangen,1614
3051,Pladsen,1614
3052,Højvangs Allé,1614
3053,Riisvangs Allé,1614
3054,Niels Ebbesens,1614
3055,Randersvej,1614
3056,Havnen,1615
3057,Tvangsarbejdsanstalten,1618
3058,Horsens,1618
3059,Vandreherberget,1619
3060,Riisskov,1619
3061,Byen,1619
3062,Hovedkassen,1626
3063,Byens,1628
3064,Byens,1628
3065,Arbejdsanstalten,1628
3066,Skoven,1629
3067,Gerlachsgade,1631
3068,"Assensgade 18, samlet Udgift",1633
3069,Ivar Huitfeldsgade,1633
3070,Sct. Paulsgade,1633
3071,"Thorvaldsensgade 1, samlet Udgift",1633
3072,Ole Rømersgade,1633
3073,"Thunøgade 26, samlet Udgift",1633
3074,Sdr. Ringgade,1634
3075,"Dannebrogsgade 10, samlet Udgift",1634
3076,"Parkallé 3, samlet Udgift",1634
3077,Hjelmensgade 3 B,1634
3078,"Tromsøgade 5, samlet Udgift",1634
3079,"Taasingegade 8, samlet Udgift",1634
3080,H. C. Lumbyesvej,1634
3081,Borgporten,1634
3082,"Norsgade 1-3, samlet Udgift",1634
3083,"Jyllandsallé 2, samlet Udgift",1634
3084,Peder Skramsgade,1634
3085,"Heibergsgade 25, samlet Udgift",1634
3086,"Samsøgade 102, samlet Udgift",1634
3087,"Vesterbrogade 29, samlet Udgift",1634
3088,"Graven 4-6, samlet Udgift",1634
3089,"Skolegyde 4-6, samlet Udgift",1634
3090,Ivar Huitfeldsgade,1634
3091,"Assensgade 28, samlet Udgift",1635
3092,"Wærumsgade 10, samlet Udgift",1635
3093,"Frederiksallé 145,",1635
3094,"Dynkarken 2, m. fi. samlet Udgift",1635
3095,"Fyensgade 25, samlet Udgift",1635
3096,"Sct. Poulsgade 62, samlet Udgift",1635
3097,"Schleppegrelsgade 10, samlet Udgift",1635
3098,Ole Rømersgade,1635
3099,Falstersgade 10-10 a,1635
3100,Grønnegade 91 m. fl.,1635
3101,Marselis Boulevard,1635
3102,Teglværksgade 2-4 m.fl.,1635
3103,Vestergade 80.,1635
3104,"Ellemarksvej 15, samlet Udgift",1635
3105,"Kathrinebjergvej 84, samlet Udgift",1635
3106,Falstersgade 18.,1636
3107,"Søndergade 11, samlet Udgift",1636
3108,Sct. Paulsgade,1636
3109,"Nørreallé 37, samlet Udgift",1636
3110,"Montanagade 53, samlet Udgift",1636
3111,Stadionallé 6.,1636
3112,"Faaborggade 18, samlet Udgift",1636
3113,"Faaborggade 20, samlet Udgift",1636
3114,"Frederiksallé 98, samlet Udgift",1636
3115,"Samsøgade 106, samlet Udgift",1636
3116,Johan Langesvej,1636
3117,"Viborgvej 8, samlet Udgift",1636
3118,"Brendstrupvej 48, samlet Udgift",1636
3119,Sten Blichersgade,1636
3120,Badstuegade,1636
3121,Thunøgade 1 e,1636
3122,"Sjællandsgade 34-36, samlet Udgift",1637
3123,"Tordenskjoldsgade 77, samlet Udgift",1637
3124,Marselisborgallé 1 b,1637
3125,"Tordenskjoldsgade 60, samlet Udgift",1637
3126,"Tordenskjoldsgade 62, samlet Udgift",1637
3127,"Carl Bertelsensgade 3-9, samlet Udgift",1637
3128,"Ålborggade 27, samlet Udgift",1637
3129,Marselisborgallé 3 a,1637
3130,"Rosensgade 36, samlet Udgift",1637
3131,Eugen Warmingsvej,1637
3132,"Trøjborgvej 46, samlet Udgift",1637
3133,"Aaboulevarden 86, samlet Udgift",1637
3134,Christianiagade 5.,1637
3135,H. Guldbergsgade,1637
3136,"Valdemarsgade 39, samlet Udgift",1637
3137,Ndr. Ringgade 108,1637
3138,Ndr. Ringgade,1638
3139,"Silkeborgvej 92, samlet Udgift",1638
3140,"Helgenæsgade 15, samlet Udgift",1638
3141,"Nordøgade 4, samlet Udgitt",1638
3142,"Skovvej 9, samlet Udgift",1638
3143,"Guldsmedgade 38, samlet Udgift",1638
3144,"Hellerupvej 18, samlet Udgift",1638
3145,"Knudrisgade 27, samlet Udgift",1638
3146,"Birkegade 5, samlet Udgift",1638
3147,"Lundbyesgade 9,
 samlet Udgift",1638
3148,Ingerslevs Plads,1638
3149,"Ordrupvej 30, samlet Udgift",1638
3150,"Lyngbyvej 12, samlet Udgift",1638
3151,Eugen Warmingsvej,1638
3152,"Fr. Allé 62, samlet Udgift",1638
3153,"Fr. Torv 1, samlet Udgift",1638
3154,"Vejlegade 9,",1638
3155,"Vesterallé 27, samlet Udgift",1639
3156,"Hans Brogesgade 43, samlet Udgift",1639
3157,"Ryesgade 31, samlet Udgift",1639
3158,"Sølystgade 10, samlet Udgift",1639
3159,"Cort Adelersgade 18, samlet Udgift",1639
3160,"Odensegade 17, samlet Udgift",1639
3161,"Vestergade 69, samlet Udgift",1639
3162,"Thunøgade 57, samlet Udgift",1639
3163,"Heibergsgade 3, samlet Udgift",1639
3164,"Heisesvej 7, samlet Udgift",1639
3165,"Strandvejen 134, samlet Udgift",1639
3166,"Fredensgade 29, samlet Udgift",1639
3167,Thunøgade,1639
3168,"Godthaabsgade 19, samlet Udgift",1639
3169,"Teglværksgade 16,
 samlet Udgift",1639
3170,De Mezasvej,1640
3171,"Horsensgade 7, samlet Udgift",1640
3172,Hans Brogesgade,1640
3173,"Skovbrynet 38, samlet Udgift",1640
3174,"Fredericiagade 22, samlet Udgift",1640
3175,Aalborgade 15 a,1640
3176,Harald Jensens,1640
3177,Ingerslevs Boulevard,1640
3178,"Fredensgade 26, samlet Udgift",1640
3179,"Bruunsgade 59, samlet Udgift",1640
3180,"Bruunsgade 59, samlet Udgift",1640
3181,"Ny Munkegade 93, samlet Udgift",1640
3182,"Guldsmedgade 36, samlet Udgift",1640
3183,Herluf Trollesgade,1640
3184,Niels Juelsgade,1641
3185,"Aalborggade 30, samlet Udgift",1641
3186,"Rostrupsvej 4,",1641
3187,"Tordenskjoldsgade 84, samlet Udgift",1641
3188,"Hellerupvej 15, samlet Udgift",1641
3189,"Langelandsgade 15, samlet Udgift",1641
3190,"Odensegade 14, samlet Udgift",1641
3191,"Saltholmsgade 17,",1641
3192,"Marselisborgallé 36, samlet Udgift",1641
3193,"Ørumsgade 4, samlet Udgift",1641
3194,"Jægergaardsgade 148, samlet Udgift",1641
3195,Kildegaarden 8-9 samlet Udgift,1641
3196,"Svalevej 9, samlet Udgift",1641
3197,"Stadion Allé 50, samlet Udgift",1641
3198,"Park Allé 15, samlet Udgift",1641
3199,"Duevej 20, samlet Udgift",1641
3200,"Helgolandsgade 27, samlet Udgift",1641
3201,"Evaldsgade 10, samlet Udgift",1642
3202,"Marstrandsgade 7, samlet Udgift",1642
3203,"Nørreport 30, samlet Udgift",1642
3204,Marselis Boulevard,1642
3205,"Skovbrynet 32, samlet Udgift",1642
3206,"Vesterbrotorv 6, samlet Udgift",1642
3207,"Parkallé 1, samlet Udgift",1642
3208,"Norsgade 15, samlet Udgift",1642
3209,"Silkeborgvej 104, samlet Udgift",1642
3210,"Skovvej 42,",1642
3211,Nørreallé,1642
3212,"Grønnegade 56-58, samlet Udgift",1642
3213,"Skovbrynet 10, samlet Udgift",1642
3214,"Mejlgade 87, samlet Udgift",1642
3215,Sct. Annagade,1642
3216,"Falstersgade 5, samlet Udgift",1642
3217,"Sjællandsgade 62, samlet Udgift",1643
3218,Frederiksbjerg Torv,1643
3219,"Bruunsgade 51, samlet Udgift",1643
3220,Otto Rudsgade,1643
3221,"Christiansgade 13,
 samlet Udgift",1643
3222,Silkeborgvej 26 A,1643
3223,"Silkeborgvej 26, samlet Udgift",1643
3224,"Schleppegrellsgade 9, samlet Udgift",1643
3225,"Knudrisgade 48, samlet Udgift",1643
3226,"Mejlgade 105, samlet Udgift",1643
3227,"Ny Munkegade 131, samlet Udgift",1643
3228,"Horsensgade 4, samlet Udgift",1643
3229,"Bergensgade 18, samlet Udgift",1643
3230,"Holmevej 9, samlet Udgift",1643
3231,"Svalevej 8, samlet Udgift",1643
3232,"Falstersgade 48, samlet Udgift",1643
3233,"Fuglesangsalle 27, samlet Udgift",1644
3234,Helgenæsgade 6-6 a,1644
3235,"Odensegade 26,",1644
3236,"Tietgensplads 2,
 samlet Udgift",1644
3237,"Kløvermarksvej 7, samlet Udgift",1644
3238,Hestehavegaard,1644
3239,"Montanagade 3, samlet Udgift",1644
3240,"Møllevangsallé 5, samlet Udgift",1644
3241,"Evaldsgade 9,",1644
3242,Hans Brogesgade,1644
3243,Fuglesangsallé 31 b,1644
3244,"Hedemansgade 7, samlet Udgift",1644
3245,"Otto Sverdrupsvej 9, samlet Udgift",1644
3246,"Horsensgade 8, samlet Udgift",1644
3247,Sct. Paulsgade,1644
3248,"Baunesplads 20, samlet Udgift",1644
3249,"Oddervej 12, samlet Udgift",1644
3250,"Randersvej 3, samlet Udgift",1645
3251,"Mejlgade 73, samlet Udgift",1645
3252,"Søgade 15, samlet Udgift",1645
3253,"Skolegade 11, samlet Udgift",1645
3254,"Silkeborgvej 118, samlet Udgift",1645
3255,"Ole Rømersgade 112, samlet Udgift",1645
3256,"Grønnegade 50, samlet Udgift",1645
3257,"Bissensgade 11, samlet Udgift",1645
3258,"Stadionallé 12, samlet Udgift",1645
3259,"Skovvej 50, samlet Udgift",1645
3260,"Frederiksgade 75-77, samlet Udgift",1645
3261,"Haderslevgade 4, samlet Udgift",1645
3262,"Brendstrupvej 2, samlet Udgift",1645
3263,Smedem,1645
3264,Langelandsgade 33 a,1645
3265,"Schleppegrellsgade 24, samlet Udgift",1645
3266,Sct. Pauls Kirkepl,1645
3267,"Sjællandsgade 82, samlet Udgift",1646
3268,"Bülowsgade 60, samlet Udgift",1646
3269,Ivar Huitfeldtsgade,1646
3270,"Skovvej 48, samlet Udgift",1646
3271,"Valdemarsgade 52, samlet Udgift",1646
3272,Strandvej 10 A,1646
3273,Cort Adelersgade,1646
3274,"Aalborggade 23, samlet Udgift",1646
3275,"Grønnegade 66, samlet Udgift",1646
3276,"Marstrandsgade 8, samlet Udgift",1646
3277,"Ellemarksvej 11,",1646
3278,"Bruunsgade 38, samlet Udgift",1646
3279,Hellerupvej 11.,1646
3280,"Mejlgade 27-29, samlet Udgift",1646
3281,"Holbergsgade 25, samlet Udgift",1646
3282,"Grønnegade 67, samlet Udgift",1647
3283,"Jyllandsallé 5, samlet Udgift",1647
3284,H. C. Lumbyesvej,1647
3285,"Falkevej 10, samlet Udgift",1647
3286,"Fastersgade 4, samlet Udgift",1647
3287,"Stadionallé 22, samlet Udgift",1647
3288,"Ny Munkegade 68, samlet Udgift",1647
3289,Katrinebjerg Ungdomshjem,1647
3290,"Aaboulevarden 55,",1647
3291,Ingerslevs Boul.,1647
3292,Sct. Olufsgade,1647
3293,"Silkeborgvej 142, samlet Udgift",1647
3294,"Skolebakken 5, samlet Udgift",1647
3295,"Skovvejen 9, samlet Udgift",1647
3296,"Museumsgade 14, samlet Udgift",1647
3297,Ingerslevs Plads,1647
3298,"Aaboulevarden 1-3-5, samlet Udgift",1648
3299,"Ryesgade 27, samlet Udgift",1648
3300,"Thorvaldsensgade 5, samlet Udgift",1648
3301,"Søndergade 11, samlet Udgift",1648
3302,"Lundbyesgade 12, samlet Udgift",1648
3303,"Vestergaardsgade 2, samlet Udgift",1648
3304,Ole Rømersgade 62 a,1648
3305,"Færøgade 6, samlet Udgift",1648
3306,"Studsgade 37, samlet Udgift",1648
3307,"Hedemannsgade 4, samlet Udgift",1648
3308,"Helgolandsgade 16, samlet Udgift",1648
3309,"Hjarnøgade 3-5, samlet Udgiff",1648
3310,"Willemoesgade 22, samlet Udgift",1648
3311,Marselisborg Skole,1648
3312,H. Brogesgade,1649
3313,"Kathrinebjergvej 56, samlet Udgift",1649
3314,"Ringkøbingvej 24, samlet Udgift",1649
3315,Sct. Clemens Torv,1649
3316,"Ny Tjørnegade 5, samlet Udgift",1649
3317,"Rosensgade 22, samlet Udgift",1649
3318,"Kystvej 49, samlet Udgift",1649
3319,"Frederiksallé 112, samlet Udgift",1649
3320,"Grønnegade 54, samlet Udgift",1649
3321,Nørre allé,1649
3322,"Rosenkrantzgade 20, samlet Udgift",1649
3323,"Schleppegrellsgade 27, samlet Udgift",1649
3324,"Klostertorv 10, samlet Udgift",1649
3325,"Jægergaardsgade 16, samlet Udgift",1649
3326,"Jægergaardsgade 39-41, samlet Udgift",1649
3327,"Mejlgade 37, samlet Udgift",1650
3328,"Brendstrupvej 26, samlet Udgift",1650
3329,St. Blichersgade,1650
3330,"Søndergade 15, samlet Udgift",1650
3331,Fr. Nansensvej,1650
3332,"Helgenæsgade 1, samlet Udgift",1650
3333,"Skolegade 5, samlet Udgift",1650
3334,"Skovvej 17, samlet Udgift",1650
3335,"Frederiksgade 39, samlet Udgift",1650
3336,"Nørregade 12, samlet Udgift",1650
3337,"Fuglesangsallé 19, samlet Udgift",1650
3338,"Langelandsgade 24, samlet Udgift",1650
3339,"Vesterbrogade 4, samlet Udgift",1650
3340,J. Brøndlundsvej,1650
3341,"Ryesgade 9, samlet Udgift",1650
3342,"Studsgade 28-30, samlet Udgift",1650
3343,"Brammersgade 38, samlet Udgift",1651
3344,"Kløvermarksvej 5, samlet Udgift",1651
3345,"Frederiksgade 17, samlet Udgift",1651
3346,"Assensgade 30, samlet Udgift",1651
3347,"Fiskergade 42-44, samlet Udgift",1651
3348,Guldsmedgade 9.,1651
3349,Saltholmsg. 30.,1651
3350,Uldals Haver,1651
3351,H. Guldbergsgade,1651
3352,Frichsvej,1651
3353,Teglværksgade 16.,1651
3354,Rostrupsvej 8 a.,1651
3355,Clemensstræde 18-20,1651
3356,Norsgade 1.,1651
3357,Aldersrovej 21.,1651
3358,Sjællandsgade 6-8.,1651
3359,"Volden 18-20.
Borgmesteren oplyste, at der nu var bevilget Tilskud paa ca. 1/2 Mill. Kr.",1651
3360,Aarhus Havn,1653
3361,Læs-søesgades Skole,1659
3362,Tvangsarbejdsanstalten,1660
3363,Marselisborg Skole,1666
3364,Grenaavej,1670
3365,Aarhus Borgerskoler,1673
3366,Væddeløbsbanen,1674
3367,Marts Maaned,1677
3368,Aarhus,1683
3369,Kommunehospitalet,1685
3370,Elektricitetsværket,1685
3371,Elektricitetsværket,1685
3372,Aarhushallen,1686
3373,Viborgvej,1687
3374,Kommunehospitalet,1689
3375,Kommunehospitalet,1691
3376,Radiumstationen,1692
3377,Aarhus By,1696
3378,Sct. Johannes Sogn,1696
3379,Skoven,1697
3380,Engen,1697
3381,Remisen,1697
3382,Parken,1698
3383,Byen,1698
3384,Skoven,1698
3385,Tivoli,1698
3386,Tivoli,1698
3387,Aarhus,1699
3388,Tivoli,1699
3389,Tivoli,1699
3390,Havnen,1699
3391,Københavns,1700
3392,Tivoli,1700
3393,Aarhus,1700
3394,Næheden,1700
3395,Skovarealet,1700
3396,Pavillonen,1700
3397,Tivoli,1700
3398,Aarhus,1700
3399,Brabrand,1702
3400,Skovengen,1702
3401,Filtenborgs Plads,1702
3402,Aarhus,1702
3403,Skovengen,1702
3404,Tivoli,1704
3405,Alsang,1704
3406,vedMarselisborg Hospital,1706
3407,Belysningsvæsenet,1706
3408,Marselisborg Skole,1706
3409,Trøjborg,1707
3410,Kommunehospitalet,1708
3411,Marselisborg Hospital,1708
3412,Kommunehospitalet,1708
3413,"Marselisborg
",1708
3414,Vestre Ringgade,1708
3415,Marselisborg Skole,1709
3416,Vestre Ringgade,1709
3417,Stautrup-Aarhus,1709
3418,Stautrup,1709
3419,Hovedværket,1709
3420,Silkeborgvej,1709
3421,Stautrup,1709
3422,Konstantinsborg,1709
3423,Byen,1709
3424,Hovedværket,1709
3425,Flyveplads,1709
3426,Flyveplads,1709
3427,Viborgvej,1709
3428,Langenæs,1709
3429,Langenæs,1710
3430,Varna,1710
3431,N. Kirkegaard,1710
3432,Marselisborgarealerne,1710
3433,Ringgaden,1710
3434,Harald Jensens,1710
3435,Viborgvej,1710
3436,Skanderborgvej,1710
3437,H.Pontoppidans Gade,1710
3438,Hestehaven,1710
3439,Dyrehavevej,1711
3440,Vanløsevej,1711
3441,Husumvej,1711
3442,Boulevardarealerne,1711
3443,Ringgaden,1711
3444,Viborgvej,1711
3445,Ringgaden,1711
3446,Niels Ebbesensvej,1711
3447,Aldersrovej,1711
3448,Dollerupvej,1711
3449,Viborgvej,1711
3450,Silkeborgvej,1711
3451,V. Kirkegaard,1711
3452,Willemoesgades,1711
3453,Gade,1711
3454,Aldersrovej,1711
3455,Vorrevangen,1711
3456,Kaalundsvej,1711
3457,V. Ringgade,1711
3458,Frederikshaldsgade,1711
3459,Skraavej,1711
3460,Brendstrupvej-Skovvangsvej,1711
3461,Reykjaviksgades,1712
3462,V. Ringgade,1712
3463,Riisvang Allé,1712
3464,Bethesdavej,1712
3465,Aabyarearealerne,1712
3466,Mosegaardsarealerne,1712
3467,Viby,1712
3468,Hovedbanegaarden,1712
3469,Banegaardspladsen,1712
3470,Frederiksbjerg,1713
3471,Rækkehusene,1713
3472,Poul Martin Møllersvej,1713
3473,Ringgadebroen,1713
3474,Kollegiebygningerne,1713
3475,Langelandsgade,1713
3476,Aarhus,1715
3477,Aarhus Kommune,1716
3478,Aarhus,1716
3479,Jorden,1719
3480,Aarhus,1720
3481,Fjor,1721
3482,Skoven,1721
3483,Købstadens,1722
3484,Vandværket,1722
3485,Banegaardsgade,1723
3486,Sct. Pauls Kirkeplads,1723
3487,Banegaardsgade,1724
3488,Aarhus,1724
3489,Aarhus,1724
3490,Pladsen,1724
3491,Marselisborg Hospital,1724
3492,Tunnelen,1725
3493,Langenæs,1725
3494,Langenæs,1725
3495,Aarhus,1725
3496,Langenæs,1725
3497,Aarhus,1725
3498,Aarhus,1726
