,places,doc_id
7781,Gravkartoteket,2877
7782,Kirkegaardene,2878
7783,Højvang,2878
7784,Højvang,2878
7785,Højvang,2878
7786,Nørrelyst,2880
7787,Rostrupsvej 14,2881
7788,Hasle,2881
7789,H. Guldbergsg,2881
7790,Sejrøgade 1 ...............1.300 Kr.,2881
7791,Samsøgade 12 ........................1.275 Kr.,2881
7792,Samsøgade 12,2882
7793,Klostergade 21...............,2882
7794,Fiskergade 11,2882
7795,"Gartnervænget 3, Sønderborg",2882
7796,Aarhus,2882
7797,Stadionallé 17................70 Kr. 00 Øre,2882
7798,Tøndergade 6,2882
7799,Brendstrupvej,2885
7800,Vandværket,2888
7801,Brendstrupvej,2891
7802,Brendstrupvej,2891
7803,Størstedelen af Strækningen,2891
7804,Fiskergade,2892
7805,Planen,2892
7806,Frederiksgade,2893
7807,Vejen,2893
7808,Sønderallé,2894
7809,Frederiksgade,2894
7810,Asylgade,2894
7811,Aarhus,2899
7812,Hjørnet,2901
7813,Steimannsgade,2901
7814,Ankersgade,2901
7815,Aarhus Købstad,2905
7816,Stadsgartgartneren,2906
7817,Sejrsalle,2908
7818,"Villa ""Fri",2908
7819,Sejrsalle 8 for 3 Kr.,2908
7820,"Linie 7 13 Mærker for 3 Kr. mod hidtil 14.
",2908
7821,Tratnbus,2909
7822,Trambus,2909
7823,Sejrsalle,2909
7824,Statslaan,2910
7825,Matr. Nr. 54 a af Markj,2910
7826,.,2910
7827,nordre Bydel,2911
7828,Strandparken,2912
7829,Teknisk Skole,2917
7830,Hadsherredsbanen,2921
7831,Randers-Spørring-Aarhus,2925
7832,Vilkaar,2925
7833,Aarhus Kommunehospital,2927
7834,Kommunehospitalet,2927
7835,Engen,2928
7836,Hjørne,2928
7837,Havreballeskov,2928
7838,Kalvehaven,2929
7839,Sporvognsremisen,2929
7840,Christiansgade 18.,2931
7841,"Matr. Nr. 77 af Markj.
Godkendtes",2932
7842,Raadhus,2933
7843,Aarhus,2934
7844,Vandrehallen,2935
7845,Vandrehallen,2935
7846,Raadhusets,2935
7847,Raadhuset,2935
7848,Aarhus By,2936
7849,Aarhus,2936
7850,Aarhus By,2937
7851,Aarhus,2937
7852,Aarhus Bys,2937
7853,de danske Statsbaner,2938
7854,Aarhus-Hallen,2939
7855,Ambolten,2939
7856,Aarhus By,2940
7857,Danmark,2940
7858,Aarhus,2940
7859,Aarhus,2943
7860,Aarhus,2943
7861,Byen,2944
7862,Aarhus,2944
7863,Aarhus By,2944
7864,Byen,2944
7865,Raadhuset,2945
7866,Raadhusets,2945
7867,Markj,2947
7868,Aarhus Købstad,2948
7869,Cyklebanen,2949
7870,Cyklebanen,2950
7871,Lærlingehjemmet,2951
7872,Statslaan,2952
7873,Vestre Ringgade,2952
7874,Statslaan,2952
7875,Vestre Ringgade,2952
7876,Ringgaarden,2953
7877,Statslaan,2953
7878,V. Ringgade,2953
7879,Hestehaven,2954
7880,Hestehaven,2955
7881,Havnen,2957
7882,Kirkegaardene,2958
7883,Arbejdsanstalten,2960
7884,Aarhus Kommune,2963
7885,Aarhus Kommune,2966
7886,Aarhus Kommunes,2967
7887,Fundats,2968
7888,Hotel Skandinavien,2969
7889,Fragtmandscentralens Restaurant,2970
7890,Kommunehospitalet,2972
7891,København,2972
7892,Aarhus,2977
7893,Frederiksberg,2977
7894,Gentofte,2977
7895,Aarhus,2977
7896,Søllerød Kommune,2978
7897,Winterberg,2981
7898,Winterberg,2981
7899,Baden,2981
7900,Naturhistorisk Museum,2982
7901,Den gamle By,2982
7902,Aarhus-Hammel-Thorsø Jernbane,2982
7903,Kalmargade,2987
7904,Blaamejsvej,2987
7905,Falkevej,2987
7906,"Frederikshaldsgade I - 80% + 40 ""/o",2987
7907,Frederikshaldsgade II-,2987
7908,Stockholmsgade,2987
7909,Norgesallé,2987
7910,nordre Bydel,2987
7911,Reykjaviksgades Forlængelse,2987
7912,Reykjaviksgades,2988
7913,Reykjaviksgade,2989
7914,Brabrand Sø,2989
7915,Langdrag,2989
7916,Frichs Fabriker,2989
7917,Hjortensgade,2990
7918,Vandbeholderen,2990
7919,Naturhistorisk Museum,2993
7920,Vagtelvej,2997
7921,Vagtelvej,2997
7922,Ejendommen Christiansgade 18.,2999
7923,Matr. Nr. 77 a,3001
7924,Markj,3001
7925,.,3001
7926,"Vestergade 30, samlet Udgift",3003
7927,"Bogensegade 3, samlet Udgift",3003
7928,"Duevej 8, samlet Udgift",3003
7929,Dr. Margrethesvej 59 a,3003
7930,"Brendstrupvej 13, samlet Udgift",3003
7931,"Nørregade 17, samlet Udgift",3003
7932,"Kriegersvej 17- 19, samsamlet Udgift",3003
7933,Fr. Alle,3003
7934,Thunøg,3004
7935,Thunøg. 1 a,3004
7936,Chr. Kiers PI,3004
7937,"Sølystgade 55, samlet Udgift",3004
7938,"Guldbergsg 121, samlet Udgift",3004
7939,"Christianiag. 23, samlet Udgift",3004
7940,"Jyllandsalle 23-33, samlet Udgift",3004
7941,"Jyllandsalle 20-28, samlet Udgift",3004
7942,"Mejlgade 107, samlet Udgift",3004
7943,"Skovgaardsgade 18, samlet Udgift",3004
7944,Fr. Alle,3004
7945,Hjelmensgade 3 c,3004
7946,"Dr. Margrethesv. 3,samlet Udgift",3004
7947,"Brammersg. 25, samlet Udgift",3004
7948,"Mejlgade 30, samlet Udgift",3004
7949,"Fuglebakkevej 21, samlet Udgift",3004
7950,"Sejrøgade 5 - 15, samlet Udgift",3005
7951,"Bulowsgade 22, samletUdgift 988 Kr.-Tilskud345 Kr.",3005
7952,"Trøjborgvej50,
samlet Udgift",3005
7953,"Sønderalle 32, samlet Udgift",3005
7954,"Mejlgade 35, samlet Udgift",3005
7955,"Sjællandsg. 18-20, samlet Udgift",3005
7956,"Vestergade 21, samlet Udgift",3005
7957,Otto Rudsgade,3005
7958,"Bissensg. 13, samlet Udgift",3005
7959,"Marselisborgalle 7, samlet Udgift",3005
7960,"Aarestrupv. 22,samlet Udgift",3005
7961,H. Trollesg,3005
7962,"Annagade 31,",3005
7963,Klostergade  ,3005
7964,"Wærumsgade 25, samlet Udgift",3005
7965,"Grønnegade 63, samlet Udgift",3006
7966,Trøjborgvej 8 a,3006
7967,"Trøjborgvej 28, samlet Udgift",3006
7968,Sdr. Ringg,3006
7969,Falstersgade 29 b,3006
7970,Falstersgade 29 a,3006
7971,"Sejrøgade 8, samlet Udgift",3006
7972,Valdemarsg. 54-54 a,3006
7973,"Willemoesgade 4, samlet Udgift",3006
7974,"Marselisvej 18, samlet Udgift",3006
7975,H. Guldbergsg,3006
7976,H. Guldbergsgade 31 a,3006
7977,"Hjelmensg. 4, 4a og 4b,
 samlet Udgift",3006
7978,"Nørrealle 62, samlet Udgift",3006
7979,"Tordenskjoldsg. 18,samlet Udgift",3006
7980,N. Juelsg,3007
7981,"Kaløgade 8, samlet Udgift",3007
7982,"Marselisborgalle 36, samlet Udgift",3007
7983,"Vestergade 30, samlet Udgift",3007
7984,"Jægergaardsg. 102-104, samlet Udgift",3007
7985,"Annagade 49, samlet Udgift",3007
7986,"Fiskergade 33-37, samlet Udgift",3007
7987,"Nørreg. 8-10-12, samlet Udgift",3007
7988,"Østergade 3, samlet Udgift",3007
7989,"Skovvangsvej 200, samlet Udgift",3007
7990,"Wærumsgade 5, samlet Udgift",3007
7991,"Ellemarksvej 7, samlet Udgift",3007
7992,"Fuglesangsalle 138, samlet Udgift",3007
7993,"Hjelmensgade 16, samlet Udgift",3007
7994,"Vejlegade 3-5, samlet Udgift",3007
7995,"Sct. Paulsgade 20, samlet Udgift",3007
7996,"de Mezasvej 4, samlet Udgift",3008
7997,"Vestergaardsg. 28, samlet Udgift",3008
7998,"Sten Billestorv 1, samlet Udgift",3008
7999,"Heibergsgade 6, samlet Udgift",3008
8000,"Hellerupvej 11,",3008
8001,"Søgade 17, samlet Udgift",3008
8002,Sct. Clemenstorv 9,3008
8003,"Vesterbrogade 2,samlet Udgift",3008
8004,"Mejlgade 99, samlet Udgift",3008
8005,"Langelandsgade 31, samlet Udgift",3008
8006,"Hjortensgade 21, samlet Udgift",3008
8007,"Wærumsgade 8, samlet Udgift",3008
8008,Stadion Allé,3008
8009,Ole Rømersgade,3008
8010,Hellerupvej 18.,3008
8011,"Søgade 9, samlet Udgift",3008
8012,"Christianiagade 2, samlet Udgift",3008
8013,Høegh Guldbergsg,3009
8014,"Nørrebrogade 18, samlet Udgift",3009
8015,"Tordenskjoldsgade 35, samlet Udgift",3009
8016,Strandvej 130 B,3009
8017,"Tøndergade 10,samlet Udgift",3009
8018,"Falstersgade 23,samlet Udgift",3009
8019,"Silkeborgvej 146, samlet Udgift",3009
8020,"Museumsg. 22, samlet Udgift",3009
8021,Wilstersg. 12 A,3009
8022,"de Mezasvej 18,samlet Udgift",3009
8023,"Fredensgade 26, samlet Udgift",3009
8024,"Pontoppidansgade 28, samlet Udgift",3009
8025,"Bogensegade 3,samlet Udgift",3009
8026,"Pontoppidansgade 34, samlet Udgift",3009
8027,"Jul. Bechgaardsvej 5, samlet Udgift",3010
8028,Fr. Allé,3010
8029,"Christiansgade 26, samlet Udgift",3010
8030,Loft,3010
8031,"Willemoesgade 28, samlet Udgift",3010
8032,"Aalborggade 19, samlet Udgift",3010
8033,"Odensegade 32, samlet Udgift",3010
8034,"Absalonsgade 43, samlet Udgift",3010
8035,"Clemenstorv 6, samlet Udgift",3010
8036,Paludan Müllersvej,3010
8037,"Stadion Allé 22, samlet Udgift",3010
8038,Langelandsg. 135.,3010
8039,"Heisesvej 11,samlet Udgift",3010
8040,Sdr. Ringgade,3010
8041,"Paulsgade 11D, samlet Udgift",3010
8042,Niels Juelsgade,3010
8043,"Randersvej 53, samlet Udgift",3011
8044,"Bøgegade 2, samlet Udgift",3011
8045,Nørre Allé,3011
8046,"Thunøgade 16, samlet Udgift",3011
8047,"Sct. Clemenstorv 6,samlet",3011
8048,Bergensgade,3011
8049,Riisberg,3011
8050,"Knudrisgade 40, samlet Udgift",3011
8051,"Sjællandsgade 42, samlet Udgift",3011
8052,"Knudrisgade 39, samlet Udgift",3011
8053,Dr. Margrethesvej 61,3011
8054,"Regenburgsg. 9-11, samlet Udgift",3011
8055,"Regenburgsgade 5-7, samlet Udgift",3011
8056,"Regenburgsplads 3-5, samlet Udgift",3011
8057,"Silkeborgvej 66-68, samlet Udgift",3011
8058,"Silkeborgvej 62-64, samlet Udgift",3011
8059,"Silkeborgvej 58-60, samlet Udgift",3012
8060,"Regenburgsgade 17, samlet Udgift",3012
8061,"Silkeborgvej 70-72, samlet Udgift",3012
8062,"Regenburgsgade 13-15, samlet Udgift",3012
8063,"Silkeborgvej 82-84, samlet Udgift",3012
8064,"Silkeborgvej 78-80, samlet Udgift",3012
8065,"Silkeborgvej 74-76, samlet Udgift",3012
8066,Regenburgsgade 19 - 21,3012
8067,"Skernvej 2, samlet Udgift",3012
8068,Sct. Paulsgade,3012
8069,"Vesterg. 75, samlet Udgift",3012
8070,"Knudrisgade 45, samlet Udgift",3012
8071,"Grønneg. 61 , samlet Udgift",3012
8072,Orla Lehmannsalle,3012
8073,Dr. Margrethesvej 21,3012
8074,"Skovbrynet 20, samlet Udgift",3012
8075,H. Guldbergsg,3013
8076,"Møllevangsalle 10,",3013
8077,"Christiansgade 25, samlet Udgift",3013
8078,"Paradisgade 1, samlet Udgift",3013
8079,"Vesterbrogade 4, samlet Udgift",3013
8080,"Skovgaardsgade 14, samlet Udgift",3013
8081,"Skanderborgvej 14,samlet Udgift",3013
8082,"Sdr. Ringgade 43, samlet Udgift",3013
8083,"Skanderborgvej 16, samlet Udgift",3013
8084,"Skanderborgvej 14, samlet Udgift",3013
8085,"Tøndergade 3, samlet Udgift",3013
8086,"Skanderborgvej 14, samlet Udgift",3013
8087,"Tønderg. 5, samlet Udgift",3013
8088,Langelandsg. 16.samlet Udgift,3013
8089,"Dr. Margrethesvej 111,samlet Udgift",3013
8090,"Skovvangsvej 225, samlet Udgift",3013
8091,"Stadionalle 7, samlet Udgift",3014
8092,Bruunsbro 15.,3014
8093,I. Huitfeldsgade,3014
8094,Sønderg.,3014
8095,"Langelandsgade 6,samlet Udgift",3014
8096,"Langelandsg. 18, samlet Udgift",3014
8097,"Grønneg. 68, samlet Udgift",3014
8098,"Hallsti 37, samlet Udgift",3014
8099,"Margrethesv. 21, samlet Udgift",3014
8100,Vestergaardsg,3014
8101,"Volden 28, samlet Udgift",3014
8102,"Jægergaardsgade 51-53, samlet Udgift",3014
8103,"Godthaabsg. 14, samlet Udgift",3014
8104,"Skoleg. 28, samlet Udgift",3014
8105,"Skolegade 20, samlet Udgift",3014
8106,"Fiskerg. 83, samlet Udgift",3014
8107,Mejlg. 77-79,3014
8108,"Vesterport 8, samlet Udgift",3015
8109,"Vesterport 8, samlet Udgift",3015
8110,"Skovvejen 69, samlet Udgift",3015
8111,"Randersvej 86, samlet samlet Udgift",3015
8112,"Randersvej 80, samlet Udgift",3015
8113,"Randersvej 50, samlet Udgift",3015
8114,Store Torv,3015
8115,Fredensgade,3015
8116,"Jægergaardsgade 150, samlet Udgift",3015
8117,"Ringkøbingvej 4, samlet Udgift",3015
8118,Silkeborgvej 26 A,3015
8119,"Silkeborgvej 26, samlet Udgift",3015
8120,Sdr. Ringgade 23,3015
8121,"Møllevangsalle 14, samlet Udgift",3015
8122,"Vestergaardsgade 22, samlet Udgift",3015
8123,Fr. Alle 114 A,3015
8124,"Fyensgade 19, samlet Udgift",3016
8125,"Bethesdavej 14, samlet Udgift",3016
8126,"Fr. Alle 38 -40, samlet Udgift",3016
8127,"Sjællandsgade 62, samlet Udgift",3016
8128,Dr. Margrethesvej 27,3016
8129,"Fr. Alle 425, samlet Udgift",3016
8130,"Banegaardsgade 37, samlet Udgift",3016
8131,"Dynkarken 43, samlet Udgift",3016
8132,"Aarestrupsvej 5, samlet Udgift",3016
8133,"Thunøgade 21, samlet Udgift",3016
8134,Nørre Alle,3016
8135,"Bruunsgade 64, samlet Udgift",3016
8136,"Mindegade 12, samlet Udgift",3016
8137,"de Mezasvej 24, samlet Udgift",3016
8138,Hj. af Thunøgade,3016
8139,Hjarnøgade,3016
8140,Kriegersvej,3016
8141,"Montanagade 47, samlet Udgift",3017
8142,"Rostrupsvej 18, samlet Udgift",3017
8143,Aarhus,3017
8144,"Mejlgade 3, samlet Udgift",3017
8145,"Schleppegrellsgade 2, samlet Udgift",3017
8146,"Rungstedvej 4,",3017
8147,"Eckersbergsgade 19,samlet Udgift",3017
8148,"Eckersbergsgade 21, samlet Udgift",3017
8149,Ove Gjeddesgade,3017
8150,Landbygn,3017
8151,Park Alle,3017
8152,"Nørreport 20, samlet Udgift",3017
8153,"Marstrandsgede 17,samlet Udgift",3017
8154,"Absalonsgade 31, samlet Udgift",3017
8155,Østre Slipkaj,3017
8156,"Museumsgade 2, samlet Udgift",3017
8157,"Ole Rømersgade 71, samlet Udgift",3017
8158,"Lundingsgade 35, samlet Udgift",3018
8159,"Eckersbergsgade 23, samlet Udgift",3018
8160,"Mindegade 4, samlet Udgift",3018
8161,Marselisborgalle 3 B.,3018
8162,"Kystvej 45, samlet Udgift",3018
8163,"Randersvej 27, samlet Udgift",3018
8164,"Niels Juelsgade 51, samlet Udgift",3018
8165,Dr. Margrethesvej,3018
8166,Sjællandsgade 122 ( samlet Udgift,3018
8167,Sct. Clemensbro,3018
8168,"Munkegade 123, samlet Udgift",3018
8169,"Odensegade 2, samlet Udgift",3018
8170,"Vesterbrogade 30, samlet Udgift",3018
8171,"Grønnegade 20, samlet Udgift",3018
8172,Hans Brogesgade,3018
8173,"Willemoesgade 30, samlet Udgift",3018
8174,"Høgevej 11, samlet Udgift",3019
8175,Store Torv,3019
8176,"Vestergade 58, samlet Udgift",3019
8177,N. W. Gadesvej,3019
8178,"Pontoppidansgade 12, samlet Udgift",3019
8179,Montanagade 45 A,3019
8180,"Kirkegaardsvej 6, samlet Udgift",3019
8181,Sdr. Ringgade 53.,3019
8182,"Faaborggade 23, samlet Udgift",3019
8183,Marselis Boulevard,3019
8184,"Klosterport 9, samlet Udgift",3019
8185,"Valdemarsgade 19-21, samlet Udgift",3019
8186,"Skolebakken 11, samlet Udgift",3019
8187,H. V. Kaalundsvej,3019
8188,"Langelandsgade 128, samlet Udgift",3019
8189,"Dynkarketi 10,samlet Udgift",3019
8190,"Mejlgade 46, samlet Udgift",3020
8191,"Randersvej 63, samlet Udgift",3020
8192,"Tordenskjoldsgade 19, samlet Udgift",3020
8193,"Kannikegade 12, samlet Udgift",3020
8194,Lille Torv,3020
8195,"Saltholmsgade 24, samlet Udgift",3020
8196,"Marstrandsgade 7, samlet Udgift",3020
8197,"Langelandsgade 199 og 201, samlet Udgift",3020
8198,"Mejlgade 51, samlet Udgift",3020
8199,"Stadion Alle 34, samlet Udgift",3020
8200,"Sdr. Ringgade 81, samlet Udgift",3020
8201,"Skolegade 5, samlet Udgift",3020
8202,"Tietgerisplads 14, samlet Udgift",3020
8203,Thunøgade 1 C,3020
8204,"St. Billestorv 2-6, samlet Udgift",3020
8205,"Skovvej 50, samlet Udgift",3020
8206,"Silkeborgvej 180, samlet Udgift",3020
8207,"Falkevej 4, samlet Udgift",3021
8208,"Bruunsgade 33, samlet Udgift",3021
8209,Aarhus-Hammel-Thorsø Jernbane,3021
8210,C. Blochsgade,3021
8211,"Kaløgade 6, samlet Udgift",3021
8212,"Lollandsgade 58, samlet Udgift",3021
8213,"Montanagade 55, samlet Udgift",3021
8214,Niels Juelsgade,3021
8215,"Tordenskjoldsgade 25, samlet Udgift",3021
8216,"Banegaardsgade 29, samlet Udgift",3021
8217,"Skernvej 12, samlet Udgift",3021
8218,"Knud Rasmussensvej 8, samlet Udgift",3021
8219,"Rosenkrantzgade 20,samlet Udgift",3021
8220,Adolph Meyersvej,3021
8221,"Stavangergade 5, samlet Udgift",3021
8222,"Nørreport 24,samlet Udgift",3021
8223,"Ole Rømersgade 6, samlet Udgift",3021
8224,"Willemoesgade 31, samlet Udgift",3021
8225,Lauge Kochsvej,3022
8226,"Ellemarksvej 11, samlet Udgift",3022
8227,"Nørre-Allé 48, samlet Udgift",3022
8228,"Nørreport 30, samlet Udgift",3022
8229,"Sønderallé 44, samlet Udgift",3022
8230,Sct. Paulsgade 7a,3022
8231,"Bruunsgade 34, samlet Udgift",3022
8232,Ole Rømersgade,3022
8233,"Knudrisgade 42, samlet Udgift",3022
8234,Absalonsgade ID,3022
8235,"Knudrisg. 14,samlet Udgift",3022
8236,"Mejlgade 82B, samlet Udgift",3022
8237,"Willemoesgade 54, samlet Udgift",3022
8238,Fr. Allé,3022
8239,Skanderborgvej 4 og 8,3022
8240,Sjællandsgade 82 samlet Udgift,3022
8241,"Sjællandsgade 91, samlet Udgift",3022
8242,Niels Juelsgade,3023
8243,Sct. Paulsgade,3023
8244,"Sølystgade 15, samlet Udgift",3023
8245,de Mezasvej 26,3023
8246,"Bülovsgade 21,samlet Udgift",3023
8247,"Samsøgade 48, samlet Udgift",3023
8248,"Søndergade 30, samlet Udgift",3023
8249,Lille Torv,3023
8250,"Guldsmedgade 24, samlet Udgift",3023
8251,"Sjællandsgade 26, samlet Udgift",3023
8252,Sct. Paulsgade,3023
8253,"Samsøgade 60, samlet Udgift",3023
8254,Chr. Richardtsvej,3023
8255,Ydre Ringgade,3023
8256,"1. Huitfeldsgade 36, samlet Udgift",3023
8257,"Jægergaardsgade 56, samlet Udgift",3023
8258,Hans Brogesgade,3023
8259,"Bogensegade 4, samlet Udgift",3024
8260,Dalgas Avenue,3024
8261,"Langelandsgade 131,
samlet Udgift",3024
8262,Kroghsgade 4.,3024
8263,Ndr. Ringgade70,3024
8264,"Bulovsgade 45, samlet Udgift",3024
8265,"Guldsmedgade 1, samlet Udgift",3024
8266,"Skovvangsv. 233, samlet Udgift",3024
8267,"Skovvangsvej 229, samlet Udgift",3024
8268,"Marstrandsg. 26,samlet Udgift",3024
8269,"Skanderborgvej 12,",3024
8270,N. Juelsgade,3024
8271,"Strandvej 100, samlet Udgift",3024
8272,H. V. Kaalundsvej,3024
8273,"Studsgade 40, samlet Udgift",3024
8274,"Museumsgade 14, samlet Udgiit",3024
8275,Absalonsgade 17 a,3025
8276,Marselis Boulv,3025
8277,"Vesteralle 20, samlet Udgift",3025
8278,"Banegaardsgade 6, samlet Udgift",3025
8279,O. Lehmannsalle,3025
8280,"Kirkegaardsv. 15,samlet Udgift",3025
8281,"Randersvej 116, samlet Udgift",3025
8282,"Skolegade 21,",3025
8283,"Vesterg. 52, samlet Udgift",3025
8284,"Sønderg. 3, samlet Udgift",3025
8285,"Søndergade 45, samlet Udgift",3025
8286,"Graven 27, samlet Udgift",3025
8287,"Rosensgade 22, samlet Udgift",3025
8288,"Skovvejen 85,",3025
8289,"Mejlgade 10, samlet Udgift",3025
8290,Frue Kirkeplads,3026
8291,"Randersvej 19, samlet Udgift",3026
8292,"Lollandsgade 68, samlet Udgift",3026
8293,"Skovvangsvej 7, samlet Udgift",3026
8294,"Nordøgade 5,",3026
8295,"Parkallé 5, samlet Udgift",3026
8296,Mûlius Eriksensvej,3026
8297,Fyensgade,3026
8298,"Skovbrynet 16, samlet Udgift",3026
8299,"Christianiag. 15, samlet Udgift",3026
8300,Marselis Boulev,3026
8301,Lille Torv,3026
8302,"Kannikeg. 12, samlet Udgift",3026
8303,"Badstueg. 13, samlet Udgift",3026
8304,"Heibergs. gade 2, samlet Udgift",3026
8305,"Wilstersgade 18, samlet Udgift",3026
8306,P. Heisesvej,3027
8307,"Nørreallé 20,",3027
8308,"Sandøg. 5, samlet Udgift",3027
8309,"Studsg. 9-11, samlet Udgift",3027
8310,"Fynsgade 26, samlet Udgift",3027
8311,"Birkeg. 11, samlet Udgift",3027
8312,"Mejlgade 37, samlet Udgift",3027
8313,"Asylgade 3-5, samlet Udgift",3027
8314,P. Skramsg,3027
8315,"Sjællandsg. 1-5, samlet Udgift",3027
8316,Aarhus-Hammel-Thorsø Jernbane,3027
8317,Remisen Carl Blochsgade,3027
8318,"Vesterbrogade 22, samlet Udgift",3027
8319,Ole Rømersgade,3027
8320,"Falstersgade 19, samlet Udgift",3027
8321,"Randersvej 59-61, samlet Udgift",3027
8322,"Silkeborgvej 19, samlet Udgift",3028
8323,"Nørreport 19, samlet Udgift",3028
8324,"Østergade 5, samlet Udgift",3028
8325,Høegh Hagensvej,3028
8326,"Studsgade 42, samlet Udgift",3028
8327,"Fredensgade 30, samlet Udgift",3028
8328,"Silkeborgvej 56, samlet Udgift",3028
8329,"Vesterg. 37, samlet Udgift",3028
8330,Kathrinebjerg Ungdomshjem,3028
8331,"Kystvej 37, samlet Udgift",3028
8332,"Møllegade 6, samlet Udgift",3028
8333,"Studsg 20, samlet Udgift",3028
8334,"Montanag. 5,samlet Udgift",3028
8335,"Aaboulv. 69, samlet Udgift",3028
8336,"Fiskerg. 89-91, samlet Udgift",3029
8337,Frederiksg. 20.,3029
8338,"Studsg. 8-10, samlet Udgift",3029
8339,Studsg,3029
8340,"Skovvej 65, samlet Udgift",3029
8341,"Dynkarken 35-37, samlet Udgift",3029
8342,Frederiksgade 18 b,3029
8343,"Bülowsgade 68, samlet Udgift",3029
8344,"Volden 9, samlet Udgift",3029
8345,Thunøg. 2 A,3029
8346,"Badstuegade 8, samlet Udgift",3029
8347,"Frederiksgade 50-52, samlet Udgift",3029
8348,"Klostergade 62, samlet Udgift",3029
8349,"Lyngbyvej 1, samlet Udgift",3029
8350,"Volden 27-29, samlet Udgift",3029
8351,"Ørumsg. 14, samlet Udgift",3029
8352,"Sjællandsgade 18-20, samlet Udgift",3029
8353,Sct. Paulsgade,3030
8354,"Vejlegade 3-5, samlet Udgift",3030
8355,"Hellerupvej 11, samlet Udgift",3030
8356,"Hellerupvej 15, samlet Udgift",3030
8357,"Ordrupvej 30, samlet Udgift",3030
8358,"Frederiksg. 18B, samlet Udgift",3030
8359,"Thunøgade 2A, samlet Udgift",3030
8360,"Mejlgade 49, samlet Udgift",3030
8361,"Sjællandsg. 62, samlet Udgift",3030
8362,"Aarestrupsv. 5,samlet Udgift",3030
8363,"Mindegade 4, samlet Udgift",3030
8364,"Randersvej 33, samlet Udgift",3030
8365,"Vesterg. 58, samlet Udgift",3030
8366,"Holtevej 17, samlet Udgift",3030
8367,"Samsøg. 60, samlet Udgift",3030
8368,Ydre Ringgade,3030
8369,"Jægergaardsg. 56, samlet Udgift",3031
8370,"Kirkegaardsvej 6, samlet Udgift",3031
8371,"Hjarnøgade 3-5, samlet Udgift",3031
8372,"Østbanetorvet 7, samlet Udgift",3031
8373,Norges Plads,3031
8374,Fr. Allé,3031
8375,Nørregade 37.,3031
8376,"Randersvej 148.
Barber Nicolaisen",3031
8377,Arendalsvej 28.,3031
8378,Nygade 28.,3031
8379,Kirkegaardsvej 10A.,3031
8380,Jægergaardsg. 46,3031
8381,Aaboulevard 9.,3031
8382,Ryesgade,3031
8383,Bülovsg. 42.,3031
8384,Frederiksg. 71.,3031
8385,Mellemtyskland,3036
8386,Halle,3036
8387,Jorden,3037
8388,København,3037
8389,Vesterport,3037
8390,V.,3037
8391,Sjælland,3037
8392,Lolland-Falster,3037
8393,Bornholm,3037
8394,Odense,3037
8395,Fyn,3037
8396,Langeland,3037
8397,Ærø,3037
8398,Taasinge,3037
8399,Aalborg,3037
8400,"Nyhavnsgade 11, (Henvendelse",3037
8401,Nordjylland,3037
8402,Aarhus,3037
8403,Bispetorvet,3037
8404,Midtjylland,3037
8405,Aabenraa,3037
8406,Skibsbrogade 7 (Henvendelse,3037
8407,Sydjylland,3037
8408,Tyskland,3038
8409,Tyskland,3038
8410,Aathus Kommune,3039
8411,Aarhus,3040
8412,Kirkegaardene,3040
8413,Byggeriet,3045
8414,Vestre Ringgade,3045
8415,Statslaan,3046
8416,Vestre Ringgade,3046
8417,Grunden,3047
8418,Vestre Ringgade,3047
8419,Grunden,3047
8420,Grunden,3047
8421,Grunden,3047
8422,Vennelyst,3049
8423,"Bruunsgade 15, for Tilladelse",3050
8424,Matr. Nr. 39g og li,3061
8425,Viby,3061
8426,Viby,3062
8427,Neurologisk Afdeling,3064
8428,Munkegades Skole,3068
8429,Aarhus,3072
8430,Aarhus By,3072
8431,Aarhus Kommune,3074
8432,Marselisborg Skole,3076
8433,Aarhus Museum,3081
8434,Kustodens Lejlighed,3081
8435,Museumsbygningen,3081
8436,Aarhus,3082
8437,Skovfaldet,3083
8438,Haverne,3083
8439,Fortovskanten,3084
8440,Kommunehospitalet,3085
8441,Vorrevangen,3089
8442,"Sandøgade 3, samlet Udgift",3091
8443,"Fasanvej 3, samlet Udgift",3091
8444,"Elmegade 9, samlet Udgift",3091
8445,"Skovvej 45, samlet Udgift",3091
8446,"Pontoppidansgade 26, samlet Udgift",3091
8447,"Fiskergade 102, samlet Udgift",3091
8448,"Bruunsgade 52, samlet Udgift",3091
8449,"Bruunsgade 54, samlet Udgift",3091
8450,"Møllegade 5, samlet Udgift",3092
8451,"Ny Tjørnegade 7, samlet Udgift",3092
8452,"Vestergade 52, samlet Udgift",3092
8453,"Vestergade 50, samlet Udgift",3092
8454,"Randersvej 17, samlet Udgift",3092
8455,"Silkeborgvej 178, samlet Udgift",3092
8456,"Strandvej 110, samlet Udgift",3092
8457,"Brendstrupvej 99, samlet Udgift",3092
8458,Niels Juelsgade,3092
8459,"Hedemannsgade 17, samlet Udgift",3092
8460,"Læssøesgade 57, samlet Udgift",3092
8461,Hjarnøgade 3 og 5,3093
8462,Carl Blochsgade,3093
8463,Nørreport,3093
8464,"Nørreport 33, samlet Udgift",3093
8465,Herluf Trollesgade,3093
8466,"Strandvejen 92, samlet Udgift",3093
8467,"Ny Banegaardsgade 47, samlet Udgift",3093
8468,Ndr. Ringgade,3093
